ITEM_CODE,date,scripts,cost,cost_per_script,DRUG_NAME,FORM/STRENGTH
08719X,2024-03-01,4793,449424.47000000003,93.76684122678907,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-04-01,4814,323415.27999999997,67.1822351474865,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-05-01,5073,341268.32,67.271500098561,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-06-01,4750,317997.88,66.94692210526316,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-07-01,5174,350025.63,67.65087553150367,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-08-01,5013,338137.88,67.45220027927388,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-09-01,4866,328461.01,67.50123510069872,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-10-01,5242,354378.59,67.60369896985884,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-11-01,5073,343176.32,67.64760890991523,ARIPIPRAZOLE,Tablet 20 mg
08719X,2024-12-01,5541,374428.23000000004,67.57412560909584,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-01-01,4843,326612.20999999996,67.44005988023952,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-02-01,4672,314512.79,67.31866224315068,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-03-01,4984,335419.94,67.29934590690209,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-04-01,4980,335327.64,67.33486746987953,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-05-01,5340,359750.58999999997,67.36902434456928,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-06-01,5120,344317.41000000003,67.249494140625,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-07-01,5519,373235.22,67.62732741438666,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-08-01,5284,357947.58,67.74178274034823,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-09-01,5194,351383.56,67.65182133230651,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-10-01,5584,378569.89999999997,67.79546919770773,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-11-01,5194,351780.68,67.7282787832114,ARIPIPRAZOLE,Tablet 20 mg
08719X,2025-12-01,5973,403961.04,67.63118031140131,ARIPIPRAZOLE,Tablet 20 mg
08719X,2026-01-01,4947,334752.33,67.66774408732566,ARIPIPRAZOLE,Tablet 20 mg
08719X,2026-02-01,4863,328432.86,67.5370882171499,ARIPIPRAZOLE,Tablet 20 mg
08719X,2026-03-01,5681,384911.37999999995,67.75415947896497,ARIPIPRAZOLE,Tablet 20 mg
08719X,2026-04-01,5119,298047.65,58.22380347724165,ARIPIPRAZOLE,Tablet 20 mg
08719X,2026-05-01,5375,313151.39999999997,58.26072558139534,ARIPIPRAZOLE,Tablet 20 mg
08719X,2026-06-01,5388,313345.75,58.156226800296956,ARIPIPRAZOLE,Tablet 20 mg
08720Y,2022-07-01,3269,423731.79000000004,129.62122667482413,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2022-08-01,3538,458242.95999999996,129.52033917467494,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2022-09-01,3355,435616.0,129.8408345752608,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2022-10-01,3366,370666.30000000005,110.12070707070708,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2022-11-01,3333,368394.58,110.52942694269427,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2022-12-01,3682,407554.14,110.68825095057035,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-01-01,2962,326939.01000000007,110.37778865631333,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-02-01,3068,338703.57,110.39881681877445,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-03-01,3453,380693.45999999996,110.25006081668114,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-04-01,3081,339956.08,110.33952612788056,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-05-01,3519,387639.1699999999,110.15605853935774,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-06-01,3359,371209.93,110.51203632033344,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-07-01,3290,366883.76,111.514820668693,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-08-01,3552,394752.39999999997,111.13524774774774,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-09-01,3336,369892.5,110.87904676258992,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-10-01,3395,376992.87,111.04355522827687,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-11-01,3446,381520.99,110.71415844457341,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2023-12-01,3584,396737.0,110.69670758928571,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-01-01,3133,345559.17,110.296575167571,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-02-01,3197,353755.84,110.65243665936816,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-03-01,3432,379945.04000000004,110.70659673659675,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-04-01,3259,258261.76,79.24570727216938,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-05-01,3475,274656.37,79.03780431654675,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-06-01,3239,255080.93000000002,78.75298857672122,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-07-01,3571,283567.96,79.40855782693924,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-08-01,3479,277021.33999999997,79.6267145731532,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-09-01,3303,262472.31,79.46482288828338,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-10-01,3627,288357.92,79.50314860766473,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-11-01,3392,268563.79,79.17564563679245,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2024-12-01,3689,292313.98,79.23935483870967,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-01-01,3111,246540.08000000002,79.24785599485696,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-02-01,3061,243067.79,79.40796798431886,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-03-01,3296,262168.72000000003,79.54148058252429,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-04-01,3263,258402.55000000002,79.19171008274594,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-05-01,3502,278830.18,79.62026841804683,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-06-01,3300,261613.97,79.27696060606061,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-07-01,3492,277503.89,79.46846792668958,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-08-01,3357,267714.63,79.74817694369973,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-09-01,3403,270866.69,79.59644137525713,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-10-01,3554,282721.73,79.55028981429375,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-11-01,3333,265234.88,79.57842184218423,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2025-12-01,3852,306669.78,79.6131308411215,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2026-01-01,3085,244829.73,79.36133873581848,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2026-02-01,3118,247531.93999999997,79.38805003207183,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2026-03-01,3423,272884.48,79.72085305287759,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2026-04-01,3252,221609.37,68.1455627306273,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2026-05-01,3388,231530.33,68.33835005903187,ARIPIPRAZOLE,Tablet 30 mg
08720Y,2026-06-01,3318,225828.11000000002,68.06151597347801,ARIPIPRAZOLE,Tablet 30 mg
11122J,2022-07-01,14429,2928345.77,202.94862914962923,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2022-08-01,15339,3113732.7600000002,202.99450811656564,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2022-09-01,15118,3068694.37,202.98282643206775,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2022-10-01,15282,2922741.31,191.25384831828296,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2022-11-01,15722,3006329.51,191.21800725098586,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2022-12-01,17668,3378082.17,191.19776828163913,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-01-01,13749,2629696.19,191.2645421485199,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-02-01,14321,2738307.96,191.2092703023532,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-03-01,16303,3116955.7199999997,191.18908912470096,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-04-01,15132,2893262.2399999998,191.20157546920433,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-05-01,17005,3250424.96,191.1452490443987,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-06-01,16346,3124862.03,191.16982931604062,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-07-01,16692,3205312.46,192.02686676252097,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-08-01,17673,3393916.9,192.03965936739658,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-09-01,16711,3209041.41,192.03168033032136,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-10-01,17120,3288087.38,192.06117873831775,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-11-01,16794,3224862.01,192.02465225675834,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2023-12-01,17945,3446076.71,192.03548119253273,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-01-01,14361,2757911.4,192.0417380405264,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-02-01,14678,2819071.29,192.06099536721624,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-03-01,15106,2900968.3,192.04079835826823,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-04-01,15155,2910028.4499999997,192.01771362586604,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-05-01,15712,3016632.85,191.99547161405295,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-06-01,14527,2788987.49,191.9864727748331,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-07-01,15755,3032918.85,192.50516344017774,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-08-01,15309,2947091.87,192.50714416356394,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-09-01,14746,2838592.86,192.49917672589177,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-10-01,15519,2987179.4,192.48530188800825,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-11-01,14789,2847406.69,192.53544458719318,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2024-12-01,16632,3200626.91,192.4378854016354,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-01-01,13122,2526776.08,192.5602865416857,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-02-01,12949,2492962.98,192.52166035987335,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-03-01,15339,2953364.08,192.53954495077906,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-04-01,13373,1339971.9000000001,100.19979810065057,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-05-01,14322,1435102.5999999999,100.20266722524786,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-06-01,13782,1380874.78,100.19407778261501,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-07-01,14843,1492170.73,100.5302654449909,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-08-01,14214,1428720.11,100.51499296468272,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-09-01,14179,1425501.26,100.53609281331546,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-10-01,14899,1497931.6199999999,100.53907107859587,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-11-01,14013,1408674.4000000001,100.52625419253552,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2025-12-01,16351,1643995.02,100.54400464803376,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2026-01-01,12517,1258544.43,100.54681073739714,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2026-02-01,12725,1279464.0,100.54726915520628,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2026-03-01,14204,1428274.46,100.55438327231765,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2026-04-01,13442,1350804.3699999999,100.49132346377026,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2026-05-01,13992,1406267.57,100.50511506575187,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11122J,2026-06-01,14034,1411087.31,100.54776328915491,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 97.2 mg with valsartan 102.8 mg
11123K,2022-07-01,19767,4017198.73,203.22753730965752,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2022-08-01,21408,4351302.37,203.25590293348282,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2022-09-01,21191,4308643.21,203.32420414326836,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2022-10-01,21675,4149785.4,191.4549204152249,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2022-11-01,22801,4367194.33,191.53521029779395,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2022-12-01,25960,4970962.13,191.4854441448382,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-01-01,20318,3889615.42,191.43692390983364,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-02-01,21154,4053415.07,191.61459156660678,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-03-01,24619,4715319.13,191.53170843657338,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-04-01,22576,4323101.46,191.4910285258682,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-05-01,25908,4961818.45,191.51684614790798,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-06-01,25305,4846296.57,191.5153752222881,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-07-01,25682,4940895.3,192.38748150455572,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-08-01,27155,5223333.140000001,192.35253691769475,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-09-01,25879,4976150.09,192.28525406700413,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-10-01,26954,5182670.21,192.27833382800327,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-11-01,27279,5242789.39,192.19140694306975,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2023-12-01,29437,5658621.21,192.22818935353467,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-01-01,24143,4641208.11,192.2382516671499,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-02-01,24954,4797275.34,192.24474392882905,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-03-01,25781,4956889.91,192.26910942166714,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-04-01,26606,5113607.4399999995,192.19752837705778,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-05-01,28153,5409275.59,192.13851419031718,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-06-01,25719,4941943.97,192.15148217271278,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-07-01,28244,5439540.66,192.59101614502197,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-08-01,27672,5330240.77,192.62217295461113,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-09-01,27002,5200043.7700000005,192.5799485223317,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-10-01,29024,5589708.609999999,192.5891886025358,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-11-01,27980,5387004.89,192.5305536097212,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2024-12-01,31677,6097988.48,192.50523976386654,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-01-01,25158,4843585.39,192.5266471897607,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-02-01,25190,4850240.71,192.54627669710203,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-03-01,30407,5853710.51,192.51193836945438,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-04-01,26186,2624634.65,100.23045329565416,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-05-01,28762,2881392.9600000004,100.18054933592937,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-06-01,27559,2762479.87,100.23875576036866,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-07-01,29921,3008590.0,100.55111794391898,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-08-01,28682,2883427.67,100.53091381354159,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-09-01,29640,2980674.29,100.56256039136302,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-10-01,31071,3123828.74,100.53840365614239,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-11-01,29401,2956699.89,100.5646029046631,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2025-12-01,35173,3536308.0799999996,100.54041679697494,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2026-01-01,26731,2687937.76,100.55507687703415,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2026-02-01,27404,2755045.1,100.53441468398775,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2026-03-01,31111,3127966.67,100.5421449005175,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2026-04-01,29568,2972660.03,100.53639170725107,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2026-05-01,30511,3067063.79,100.52321425059814,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11123K,2026-06-01,30890,3104970.88,100.51702427970217,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 24.3 mg with valsartan 25.7 mg
11131W,2022-07-01,16208,3294951.06,203.29164980256664,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2022-08-01,17326,3523252.2399999998,203.35058524760476,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2022-09-01,16987,3453705.04,203.31459586742804,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2022-10-01,17421,3335407.09,191.45899144710407,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2022-11-01,17802,3410596.42,191.5850140433659,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2022-12-01,20129,3856303.26,191.57947538377465,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-01-01,15845,3034352.56,191.5022126853897,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-02-01,16450,3150111.1199999996,191.4961167173252,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-03-01,18923,3625066.17,191.56931617608203,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-04-01,17681,3386279.48,191.5208121712573,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-05-01,19711,3775253.78,191.53030186190452,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-06-01,19243,3684673.4299999997,191.4812362937172,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-07-01,19590,3768383.06,192.36258601327208,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-08-01,20666,3973365.33,192.26581486499566,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-09-01,19665,3781578.75,192.29996186117467,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-10-01,20145,3872714.95,192.2419930503847,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-11-01,20100,3865369.01,192.306915920398,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2023-12-01,21517,4138382.5100000002,192.33083190035788,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-01-01,17251,3316894.86,192.27261376152106,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-02-01,17910,3443911.6500000004,192.28987437185933,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-03-01,18244,3507237.6199999996,192.24060622670464,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-04-01,18520,3559100.95,192.1760772138229,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-05-01,19569,3759635.73,192.12201594358424,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-06-01,17808,3422973.92,192.21551662174303,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-07-01,19397,3737141.2600000002,192.66594112491623,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-08-01,19136,3688827.87,192.76901494565217,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-09-01,18372,3539818.64,192.6746483779665,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-10-01,19627,3782816.22,192.73532480766292,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-11-01,18961,3653127.1599999997,192.66532144929064,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2024-12-01,21038,4052767.7,192.6403507938017,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-01-01,16696,3216639.3899999997,192.65928306181118,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-02-01,16662,3210655.88,192.69330692593925,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-03-01,19720,3798063.6300000004,192.59957555780935,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-04-01,17230,1727674.7700000003,100.27131572838074,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
11131W,2025-05-01,18475,1850960.54,100.18730933694181,SACUBITRIL + VALSARTAN,Tablet containing sacubitril 48.6 mg with valsartan 51.4 mg
